t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
17.0,1000,1000,1.0000,1000.0,1.736,3.030,3.436,3.553,3.030,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,1.761,2.904,3.230,3.689,2.904,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,1.782,3.813,4.366,4.645,3.813,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,1.772,3.008,3.720,4.168,3.008,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,1.828,3.026,3.260,3.312,3.026,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,1.813,2.985,3.293,17.916,2.985,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,1.937,3.249,4.993,12.995,3.249,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,2.017,3.708,4.131,4.282,3.708,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,1.971,3.313,3.661,3.879,3.313,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,1.989,3.416,4.130,4.212,3.416,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,1.812,4.236,9.317,10.310,4.236,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,1.687,3.069,3.343,3.734,3.069,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,1.713,3.188,3.969,4.037,3.188,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,1.725,3.032,3.222,3.261,3.032,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,1.756,3.059,3.446,4.079,3.059,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,1.737,2.992,3.404,3.619,2.992,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,1.795,3.022,3.343,3.501,3.022,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,1.851,4.116,4.990,5.721,4.116,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,1.858,3.089,3.638,3.810,3.089,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,1.863,3.208,3.871,3.948,3.208,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,1.895,3.193,3.489,3.510,3.193,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,1.916,3.385,4.144,4.242,3.385,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,2.021,3.654,4.202,4.742,3.654,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,1.775,3.436,8.255,8.464,3.436,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,1.706,2.952,3.493,4.279,2.952,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,1.741,2.979,3.467,3.468,2.979,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,1.771,3.042,3.599,4.058,3.042,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.903,3.579,4.029,4.311,3.579,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,1.808,3.188,3.619,3.825,3.188,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.856,3.107,3.477,3.844,3.107,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,1.902,3.095,3.528,3.543,3.095,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,1.920,3.319,3.879,3.881,3.319,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,2.004,3.725,4.658,4.782,3.725,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.976,3.204,3.410,3.465,3.204,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,2.044,3.794,4.721,4.797,3.794,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,2.027,3.371,3.639,3.850,3.371,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,1.826,3.399,6.644,6.980,3.399,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.802,3.614,4.235,4.454,3.614,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,1.793,2.963,3.099,3.523,2.963,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.795,3.299,17.593,18.596,3.299,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.814,2.965,3.517,3.603,2.965,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,1.844,3.114,3.417,3.564,3.114,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.897,3.830,4.652,4.750,3.830,0,0,0,0,0
60.0,1,1,1.0000,1.0,0.621,0.621,0.621,0.621,0.621,0,0,0,0,0
