t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
28.0,1000,1000,1.0000,1000.0,3.830,8.081,9.948,11.025,8.081,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,3.572,5.780,7.014,8.010,5.780,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,3.868,6.769,7.683,8.134,6.769,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,3.581,5.546,6.006,6.180,5.546,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,3.453,6.289,9.092,9.111,6.289,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,3.453,6.841,8.469,9.571,6.841,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,3.439,5.694,6.630,7.590,5.694,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,3.346,5.815,7.700,8.653,5.815,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,3.502,8.073,10.093,12.035,8.073,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,3.718,6.461,7.834,7.903,6.461,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,3.972,9.140,13.105,14.021,9.140,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,3.714,6.148,7.004,7.314,6.148,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,3.659,12.876,16.865,18.840,12.876,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,3.734,14.239,19.960,21.182,14.239,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,3.877,7.843,8.282,9.222,7.843,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,3.919,8.000,8.977,9.201,8.000,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,3.997,6.933,7.626,7.848,6.933,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,3.591,5.881,10.392,11.544,5.881,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,3.322,5.512,20.754,31.872,5.512,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,3.387,5.547,6.954,7.347,5.547,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,3.489,6.833,9.996,10.379,6.833,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,3.401,5.487,6.504,6.520,5.487,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,3.397,5.794,6.369,6.530,5.794,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,3.593,7.170,22.347,30.245,7.170,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,3.790,6.611,7.384,7.802,6.611,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,3.698,7.292,10.080,10.097,7.292,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,3.693,6.046,6.752,8.032,6.046,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,3.609,5.820,6.469,6.580,5.820,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,3.746,6.601,23.263,26.193,6.601,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,4.084,6.895,7.785,7.974,6.895,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,4.163,9.190,11.970,12.968,9.190,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,3.616,6.157,7.207,7.289,6.157,0,0,0,0,0
60.0,1,1,1.0000,1.0,4.398,4.398,4.398,4.398,4.398,0,0,0,0,0
