t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
-8.0,1000,1000,1.0000,1000.0,2.025,4.109,5.088,5.296,4.109,0,0,0,0,0
-7.0,1000,1000,1.0000,1000.0,2.002,3.372,3.783,3.927,3.372,0,0,0,0,0
-6.0,1000,1000,1.0000,1000.0,2.070,3.510,3.809,4.938,3.510,0,0,0,0,0
-5.0,1000,1000,1.0000,1000.0,2.058,3.415,3.758,4.217,3.415,0,0,0,0,0
-4.0,1000,1000,1.0000,1000.0,2.173,3.506,3.757,4.228,3.506,0,0,0,0,0
-3.0,1000,1000,1.0000,1000.0,2.286,4.005,4.379,4.884,4.005,0,0,0,0,0
-2.0,1000,1000,1.0000,1000.0,1.681,3.173,7.506,8.984,3.173,0,0,0,0,0
-1.0,1000,1000,1.0000,1000.0,1.690,5.576,8.194,10.374,5.576,0,0,0,0,0
0.0,1000,1000,1.0000,1000.0,2.332,52.367,62.293,62.893,52.367,0,0,0,0,0
1.0,1000,811,0.8110,1000.0,46.138,538.986,576.829,576.985,553.978,189,0,0,0,0
2.0,1000,804,0.8040,1000.0,60.297,335.263,349.457,351.853,337.256,196,0,0,0,0
3.0,1000,813,0.8130,1000.0,9.177,30.774,36.963,37.803,31.072,187,0,0,0,0
4.0,1000,794,0.7940,1000.0,9.168,28.130,32.114,33.112,29.134,206,0,0,0,0
5.0,1000,943,0.9430,1000.0,7.495,27.081,32.933,34.985,27.874,57,0,0,0,0
6.0,1000,1000,1.0000,1000.0,6.148,11.440,12.708,13.427,11.440,0,0,0,0,0
7.0,1000,1000,1.0000,1000.0,6.091,18.323,22.135,23.435,18.323,0,0,0,0,0
8.0,1000,1000,1.0000,1000.0,4.788,9.177,10.363,10.525,9.177,0,0,0,0,0
9.0,1000,1000,1.0000,1000.0,4.988,8.846,9.507,10.061,8.846,0,0,0,0,0
10.0,1000,1000,1.0000,1000.0,5.085,8.255,9.393,10.175,8.255,0,0,0,0,0
11.0,1000,1000,1.0000,1000.0,4.964,8.408,9.805,10.286,8.408,0,0,0,0,0
12.0,1000,1000,1.0000,1000.0,5.217,14.289,18.492,19.043,14.289,0,0,0,0,0
13.0,1000,1000,1.0000,1000.0,4.683,8.289,9.232,9.234,8.289,0,0,0,0,0
14.0,1000,1000,1.0000,1000.0,5.746,11.244,15.066,18.301,11.244,0,0,0,0,0
15.0,1000,1000,1.0000,1000.0,5.307,10.136,11.996,13.007,10.136,0,0,0,0,0
16.0,1000,1000,1.0000,1000.0,5.333,9.237,9.982,10.564,9.237,0,0,0,0,0
17.0,1000,1000,1.0000,1000.0,6.015,19.218,26.710,27.404,19.218,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,6.317,18.595,24.152,25.104,18.595,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,5.890,9.831,10.459,11.203,9.831,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,5.980,10.568,12.436,13.361,10.568,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,6.079,10.547,12.436,12.534,10.547,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,6.391,12.522,15.483,16.479,12.522,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,5.903,10.102,11.574,11.705,10.102,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,6.363,13.268,18.289,20.265,13.268,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,6.184,10.272,11.176,11.808,10.272,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,6.531,10.532,12.528,13.317,10.532,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,6.597,12.725,14.367,15.297,12.725,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,6.289,11.516,12.782,14.218,11.516,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,6.257,11.109,12.618,12.882,11.109,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,3.543,30.221,34.361,35.632,30.221,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,2.766,5.425,6.301,6.557,5.425,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,2.750,6.037,7.146,7.471,6.037,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,2.673,4.755,5.926,5.978,4.755,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,2.803,4.450,5.142,5.280,4.450,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,2.674,4.350,4.838,5.610,4.350,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,2.726,4.658,5.232,5.308,4.658,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,2.864,6.325,6.994,7.686,6.325,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,2.942,6.657,9.292,9.335,6.657,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,3.039,6.290,7.290,7.430,6.290,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,3.126,5.772,6.442,6.918,5.772,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,3.067,5.569,6.208,6.234,5.569,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,3.227,7.108,8.898,8.961,7.108,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,3.023,5.416,6.674,7.320,5.416,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,2.784,5.255,6.288,6.553,5.255,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,2.942,5.435,6.425,6.575,5.435,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,2.979,11.577,14.359,14.714,11.577,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,2.939,5.630,6.154,6.888,5.630,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,2.836,7.642,14.986,16.060,7.642,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,2.773,5.070,6.097,6.602,5.070,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,2.822,4.863,12.455,15.427,4.863,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,2.871,5.152,6.307,7.436,5.152,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,2.954,6.350,8.362,9.356,6.350,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,2.859,4.988,5.417,5.557,4.988,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,2.829,4.959,5.575,5.960,4.959,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,2.988,5.361,25.983,32.965,5.361,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,2.829,5.001,5.652,6.014,5.001,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,2.844,6.419,7.388,7.783,6.419,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,2.703,4.694,5.719,5.899,4.694,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,2.710,4.552,5.243,5.416,4.552,0,0,0,0,0
60.0,1,1,1.0000,1.0,2.884,2.884,2.884,2.884,2.884,0,0,0,0,0
