t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
17.0,1000,1000,1.0000,1000.0,1.946,5.476,7.583,8.975,5.476,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,1.864,3.519,5.151,5.441,3.519,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,1.884,3.679,5.126,5.264,3.679,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,1.904,3.561,3.995,4.050,3.561,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,1.939,3.692,4.468,4.539,3.692,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,2.068,4.954,18.648,27.688,4.954,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,1.997,3.981,4.693,5.008,3.981,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,2.002,3.724,3.997,4.135,3.724,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,2.013,3.897,6.806,6.947,3.897,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,1.806,3.691,4.583,5.999,3.691,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,1.978,4.881,6.432,6.522,4.881,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,1.838,3.544,4.530,4.894,3.544,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,1.861,3.711,4.006,4.306,3.711,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,1.836,3.534,3.719,4.123,3.534,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,1.902,3.977,4.875,5.420,3.977,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,1.911,4.355,5.527,5.714,4.355,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,1.911,3.669,4.064,5.343,3.669,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,1.911,3.632,4.175,4.934,3.632,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,1.982,3.776,4.071,4.125,3.776,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,1.929,3.673,4.006,4.298,3.673,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,2.202,7.840,23.500,26.503,7.840,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,1.942,3.492,3.875,3.891,3.492,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,2.031,4.791,6.132,6.479,4.791,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,1.845,3.785,6.118,6.684,3.785,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,1.824,3.740,4.707,4.852,3.740,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,1.966,4.304,6.298,6.919,4.304,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,1.923,3.771,4.972,5.976,3.771,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.864,3.598,3.929,4.496,3.598,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,1.940,3.914,4.852,5.313,3.914,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.923,3.710,5.077,5.970,3.710,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,2.039,4.539,6.258,6.452,4.539,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,1.929,3.585,3.923,5.039,3.585,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,1.993,3.921,4.984,5.984,3.921,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.992,3.759,4.444,4.659,3.759,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,2.035,3.889,4.349,4.607,3.889,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,2.109,4.661,6.707,6.745,4.661,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,1.996,3.864,6.807,7.621,3.864,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.871,3.661,7.253,8.153,3.661,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,1.875,3.604,4.107,4.115,3.604,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.861,3.592,4.621,4.748,3.592,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.993,4.478,5.556,6.144,4.478,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,1.876,3.550,3.906,3.912,3.550,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.905,3.817,4.540,4.890,3.817,0,0,0,0,0
60.0,1,1,1.0000,1.0,1.487,1.487,1.487,1.487,1.487,0,0,0,0,0
