t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
18.0,1000,1000,1.0000,1000.0,2.808,5.446,6.382,6.811,5.446,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,2.903,27.197,32.434,33.248,27.197,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,2.605,4.461,5.006,5.550,4.461,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,2.722,4.868,5.365,5.514,4.868,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,2.809,4.791,5.459,5.508,4.791,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,2.933,7.833,9.836,9.848,7.833,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,2.663,4.459,4.826,5.028,4.459,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,2.734,4.651,5.198,5.245,4.651,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,2.756,5.064,6.167,7.171,5.064,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,2.959,28.933,32.808,33.737,28.933,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,2.664,4.753,5.703,6.066,4.753,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,2.791,5.678,6.464,6.540,5.678,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,2.695,4.846,18.909,19.912,4.846,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,2.780,4.696,5.751,6.125,4.696,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,2.854,4.709,5.296,5.750,4.709,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,3.087,11.254,13.886,16.207,11.254,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,2.801,4.837,7.456,8.436,4.837,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,2.935,5.071,5.528,5.674,5.071,0,0,0,0,0
36.0,1000,821,0.8210,1000.0,6.654,2650.554,2672.415,2674.399,2652.112,0,179,0,0,0
37.0,1000,0,0.0000,1000.0,1999.486,2005.663,2010.659,2011.621,NaN,0,1000,0,0,0
38.0,1000,832,0.8320,1000.0,1054.967,2001.774,2003.770,2004.766,1235.774,0,168,0,0,0
39.0,1000,1000,1.0000,1000.0,5.981,1069.908,1075.756,1079.402,1069.908,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,2.749,12.035,14.903,15.254,12.035,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,2.830,7.095,9.044,9.856,7.095,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,2.743,4.665,5.130,5.237,4.665,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,2.940,5.938,8.926,9.698,5.938,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,2.810,4.658,5.377,5.739,4.658,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,2.921,9.376,17.067,18.074,9.376,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,2.922,4.701,5.198,5.273,4.701,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,2.707,4.985,14.981,18.984,4.985,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,2.750,5.386,6.321,6.449,5.386,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,2.798,4.374,4.696,4.910,4.374,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,2.785,4.558,4.797,4.852,4.558,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,2.806,4.497,5.041,5.055,4.497,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,2.876,4.665,5.227,5.298,4.665,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,3.038,7.551,9.642,10.105,7.551,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,2.982,7.994,11.872,12.082,7.994,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,2.961,4.958,5.445,5.593,4.958,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,3.157,31.900,41.769,41.898,31.900,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,2.843,5.050,5.384,5.630,5.050,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,2.922,5.753,6.687,6.967,5.753,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,2.825,4.901,5.218,5.253,4.901,0,0,0,0,0
60.0,1,1,1.0000,1.0,3.731,3.731,3.731,3.731,3.731,0,0,0,0,0
