t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
40.0,1000,1000,1.0000,1000.0,1.822,3.249,3.929,3.990,3.249,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,1.781,2.720,2.931,2.942,2.720,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,1.814,2.908,4.662,5.683,2.908,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,1.869,2.810,3.133,3.307,2.810,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.862,3.031,3.778,4.154,3.031,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,1.969,3.798,4.211,4.490,3.798,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.864,2.927,5.594,5.756,2.927,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,1.808,2.983,5.251,5.833,2.983,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,1.804,3.520,5.425,5.539,3.520,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,1.778,4.314,33.194,34.192,4.314,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.745,3.184,3.800,3.923,3.184,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,1.761,2.818,3.116,3.151,2.818,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,1.711,3.266,4.605,5.492,3.266,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,1.831,3.297,3.822,4.466,3.297,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.746,2.756,3.088,3.135,2.756,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,1.866,3.555,5.734,6.340,3.555,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.811,2.855,3.114,3.174,2.855,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.847,2.877,3.206,3.415,2.877,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,1.875,2.927,3.225,3.343,2.927,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.878,3.064,3.605,3.830,3.064,0,0,0,0,0
60.0,1,1,1.0000,1.0,1.828,1.828,1.828,1.828,1.828,0,0,0,0,0
