t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
4.0,1000,1000,1.0000,1000.0,2.497,5.233,7.068,8.630,5.233,0,0,0,0,0
5.0,1000,1000,1.0000,1000.0,2.515,7.693,9.803,9.978,7.693,0,0,0,0,0
6.0,1000,1000,1.0000,1000.0,2.624,5.124,5.638,7.257,5.124,0,0,0,0,0
7.0,1000,1000,1.0000,1000.0,2.120,5.073,6.160,6.662,5.073,0,0,0,0,0
8.0,1000,1000,1.0000,1000.0,2.239,9.363,11.783,11.919,9.363,0,0,0,0,0
9.0,1000,1000,1.0000,1000.0,2.333,4.433,5.408,5.554,4.433,0,0,0,0,0
10.0,1000,1000,1.0000,1000.0,1.943,3.171,3.641,3.664,3.171,0,0,0,0,0
11.0,1000,1000,1.0000,1000.0,2.121,3.917,4.436,5.039,3.917,0,0,0,0,0
12.0,1000,1000,1.0000,1000.0,1.993,4.003,4.795,5.794,4.003,0,0,0,0,0
13.0,1000,1000,1.0000,1000.0,1.908,3.145,4.508,5.160,3.145,0,0,0,0,0
14.0,1000,1000,1.0000,1000.0,1.983,3.911,5.021,5.884,3.911,0,0,0,0,0
15.0,1000,1000,1.0000,1000.0,1.876,2.891,3.084,3.499,2.891,0,0,0,0,0
16.0,1000,1000,1.0000,1000.0,1.957,3.221,4.541,5.167,3.221,0,0,0,0,0
17.0,1000,1000,1.0000,1000.0,1.925,3.236,28.659,41.567,3.236,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,2.012,3.214,3.424,3.697,3.214,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,1.994,3.751,4.783,5.732,3.751,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,1.896,3.913,7.216,7.907,3.913,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,1.758,2.731,3.711,3.930,2.731,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,1.834,3.615,38.761,41.594,3.615,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,1.792,2.667,2.962,2.994,2.667,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,1.922,3.838,4.769,4.828,3.838,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,1.822,2.839,3.175,3.629,2.839,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,1.877,3.499,4.162,4.178,3.499,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,1.902,3.490,5.097,5.439,3.490,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,1.930,3.267,3.923,4.175,3.267,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,1.967,3.740,4.903,4.924,3.740,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,1.946,3.357,5.048,6.048,3.357,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,1.872,3.031,4.105,4.176,3.031,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,1.906,3.073,3.852,4.236,3.073,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,1.920,3.169,5.174,6.169,3.169,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,1.978,5.308,10.294,12.327,5.308,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,1.770,2.733,2.967,3.338,2.733,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,1.787,2.799,3.069,3.319,2.799,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,1.781,2.807,3.876,4.223,2.807,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,1.826,3.070,3.666,3.709,3.070,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,1.929,3.467,3.982,4.023,3.467,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,1.852,3.003,3.709,3.780,3.003,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,1.856,3.113,3.999,4.106,3.113,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,1.955,3.562,4.001,4.616,3.562,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,1.915,3.432,6.442,7.427,3.432,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.964,3.753,4.714,4.753,3.753,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,1.954,3.073,3.464,3.639,3.073,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.972,3.163,3.347,4.280,3.163,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,1.933,2.995,4.114,4.585,2.995,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,1.899,3.143,4.098,5.471,3.143,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,1.897,3.691,5.178,5.428,3.691,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.806,3.090,3.661,4.078,3.090,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,1.884,3.047,3.658,3.715,3.047,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,1.916,3.238,3.585,3.594,3.238,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,1.878,3.011,3.672,4.009,3.011,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.962,3.697,4.638,4.663,3.697,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,1.831,2.908,3.426,3.639,2.908,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.900,3.106,3.802,3.814,3.106,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.946,3.563,28.813,36.821,3.563,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,1.967,3.146,3.773,3.900,3.146,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.991,3.524,4.122,4.223,3.524,0,0,0,0,0
60.0,1,1,1.0000,1.0,1.727,1.727,1.727,1.727,1.727,0,0,0,0,0
