t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
31.0,1000,1000,1.0000,1000.0,1.861,2.904,5.763,6.222,2.904,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,1.879,2.937,3.385,3.447,2.937,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,1.894,3.218,3.676,3.729,3.218,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,1.895,3.087,5.053,6.149,3.087,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,1.917,4.621,6.390,6.604,4.621,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,1.841,3.117,5.386,5.782,3.117,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,1.851,2.997,4.589,5.049,2.997,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,1.867,3.490,19.261,26.261,3.490,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,1.901,2.931,3.075,3.174,2.931,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,1.927,3.660,5.644,5.824,3.660,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,1.815,2.872,3.546,3.797,2.872,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,1.836,3.147,3.850,4.063,3.147,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,1.848,3.279,19.564,21.557,3.279,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.840,3.066,3.601,3.621,3.066,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,2.045,7.444,11.454,12.450,7.444,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.871,3.033,3.694,3.917,3.033,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,1.905,3.255,3.777,3.860,3.255,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,1.937,3.429,4.458,5.919,3.429,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,1.873,2.998,5.143,6.070,2.998,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.936,3.987,4.627,4.827,3.987,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,1.885,2.888,3.548,3.662,2.888,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,1.918,3.226,3.428,3.549,3.226,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,1.902,3.286,16.575,18.555,3.286,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.927,3.373,6.881,7.740,3.373,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,1.927,3.457,3.871,5.508,3.457,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.884,3.163,4.024,4.401,3.163,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.887,3.080,4.404,4.443,3.080,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,1.879,2.875,3.475,3.517,2.875,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.928,3.013,3.446,3.546,3.013,0,0,0,0,0
60.0,1,1,1.0000,1.0,2.896,2.896,2.896,2.896,2.896,0,0,0,0,0
