t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
8.0,1000,1000,1.0000,1000.0,1.568,2.568,2.962,3.452,2.568,0,0,0,0,0
9.0,1000,1000,1.0000,1000.0,1.599,2.668,2.974,3.147,2.668,0,0,0,0,0
10.0,1000,1000,1.0000,1000.0,1.492,3.147,6.141,7.042,3.147,0,0,0,0,0
11.0,1000,1000,1.0000,1000.0,1.475,2.766,3.660,4.267,2.766,0,0,0,0,0
12.0,1000,1000,1.0000,1000.0,1.478,2.515,4.090,4.125,2.515,0,0,0,0,0
13.0,1000,1000,1.0000,1000.0,1.522,2.621,2.960,2.964,2.621,0,0,0,0,0
14.0,1000,1000,1.0000,1000.0,1.486,2.635,3.257,3.326,2.635,0,0,0,0,0
15.0,1000,1000,1.0000,1000.0,1.490,2.679,3.461,4.323,2.679,0,0,0,0,0
16.0,1000,1000,1.0000,1000.0,1.594,2.946,3.243,3.410,2.946,0,0,0,0,0
17.0,1000,1000,1.0000,1000.0,1.648,2.851,2.957,3.007,2.851,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,1.714,2.977,3.259,3.745,2.977,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,1.741,2.830,3.119,3.168,2.830,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,1.750,3.023,3.867,4.065,3.023,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,1.801,3.839,4.854,5.303,3.839,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,1.822,3.054,3.296,3.306,3.054,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,1.736,3.295,12.519,21.521,3.295,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,1.490,2.645,3.003,3.423,2.645,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,1.519,2.656,2.890,2.900,2.656,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,1.648,2.996,3.288,3.383,2.996,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,1.602,2.740,3.316,4.102,2.740,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,1.687,3.201,3.693,4.405,3.201,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,1.670,2.708,3.067,3.382,2.708,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,1.688,2.933,3.365,3.597,2.933,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,1.747,3.070,3.523,4.363,3.070,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,1.694,2.937,3.312,3.528,2.937,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,1.736,2.930,3.357,3.658,2.930,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,1.710,2.956,3.418,3.875,2.956,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,1.755,3.028,3.638,3.775,3.028,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,1.847,3.366,3.731,4.112,3.366,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,1.493,3.008,7.723,8.491,3.008,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,1.526,2.807,2.993,3.596,2.807,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,1.559,2.522,2.780,3.038,2.522,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,1.565,2.635,3.095,3.284,2.635,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,1.626,2.846,4.013,4.536,2.846,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,1.572,2.755,3.098,3.430,2.755,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,1.680,2.786,3.037,3.055,2.786,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.702,2.896,9.636,17.560,2.896,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,1.687,2.761,3.190,3.242,2.761,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.804,3.297,3.576,3.761,3.297,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,1.770,2.862,3.377,3.471,2.862,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,1.801,2.811,3.263,3.331,2.811,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,1.838,2.971,4.398,6.943,2.971,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.598,2.945,6.893,7.788,2.945,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,1.549,2.902,3.448,3.613,2.902,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,1.577,2.718,3.080,4.077,2.718,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,1.634,2.673,2.986,3.011,2.673,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.645,2.775,12.772,21.752,2.775,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,1.657,2.810,3.155,4.441,2.810,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.770,6.236,9.717,9.991,6.236,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.744,2.801,3.110,3.450,2.801,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,1.740,2.852,3.329,3.673,2.852,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.790,2.858,3.112,3.158,2.858,0,0,0,0,0
60.0,1,1,1.0000,1.0,2.060,2.060,2.060,2.060,2.060,0,0,0,0,0
