t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
-6.0,1000,1000,1.0000,1000.0,1.615,2.985,3.257,3.620,2.985,0,0,0,0,0
-5.0,1000,1000,1.0000,1000.0,1.695,3.582,3.956,3.975,3.582,0,0,0,0,0
-4.0,1000,1000,1.0000,1000.0,1.768,5.392,7.173,11.178,5.392,0,0,0,0,0
-3.0,1000,1000,1.0000,1000.0,1.778,3.836,4.566,4.901,3.836,0,0,0,0,0
-2.0,1000,1000,1.0000,1000.0,1.652,2.956,3.241,3.344,2.956,0,0,0,0,0
-1.0,1000,1000,1.0000,1000.0,1.533,2.921,7.008,8.024,2.921,0,0,0,0,0
0.0,1000,1000,1.0000,1000.0,2.003,5.744,45.575,46.583,5.744,0,0,0,0,0
1.0,1000,824,0.8240,1000.0,44.626,301.057,320.960,327.971,307.052,176,0,0,0,0
2.0,1000,794,0.7940,1000.0,13.127,90.526,99.447,101.847,93.819,206,0,0,0,0
3.0,1000,811,0.8110,1000.0,11.143,31.250,35.660,35.713,31.707,189,0,0,0,0
4.0,1000,800,0.8000,1000.0,10.241,33.168,37.440,38.241,33.978,200,0,0,0,0
5.0,1000,950,0.9500,1000.0,7.137,16.918,22.963,29.794,17.235,50,0,0,0,0
6.0,1000,1000,1.0000,1000.0,6.520,13.744,16.829,17.819,13.744,0,0,0,0,0
7.0,1000,1000,1.0000,1000.0,6.640,11.711,12.777,12.933,11.711,0,0,0,0,0
8.0,1000,1000,1.0000,1000.0,6.808,25.380,32.929,34.425,25.380,0,0,0,0,0
9.0,1000,1000,1.0000,1000.0,6.933,17.842,24.851,28.985,17.842,0,0,0,0,0
10.0,1000,1000,1.0000,1000.0,7.153,14.794,17.283,20.007,14.794,0,0,0,0,0
11.0,1000,1000,1.0000,1000.0,6.558,11.763,13.966,14.034,11.763,0,0,0,0,0
12.0,1000,1000,1.0000,1000.0,6.768,11.556,12.784,12.884,11.556,0,0,0,0,0
13.0,1000,1000,1.0000,1000.0,7.038,12.064,13.982,14.592,12.064,0,0,0,0,0
14.0,1000,1000,1.0000,1000.0,7.200,12.736,13.719,14.817,12.736,0,0,0,0,0
15.0,1000,1000,1.0000,1000.0,7.328,15.871,20.612,21.982,15.871,0,0,0,0,0
16.0,1000,1000,1.0000,1000.0,7.007,12.313,15.046,15.246,12.313,0,0,0,0,0
17.0,1000,1000,1.0000,1000.0,7.200,12.284,14.569,14.821,12.284,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,6.486,25.033,30.329,33.746,25.033,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,3.614,7.021,8.157,8.583,7.021,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,3.849,7.904,9.501,9.812,7.904,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,3.377,7.393,19.244,31.197,7.393,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,3.410,5.790,7.126,7.207,5.790,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,3.382,5.668,6.505,6.711,5.668,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,3.459,5.566,6.092,6.767,5.566,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,3.658,7.650,8.566,8.919,7.650,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,3.307,6.523,30.171,32.175,6.523,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,3.495,6.670,8.838,10.711,6.670,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,3.660,6.258,6.782,7.768,6.258,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,3.680,6.508,8.582,8.645,6.508,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,3.769,7.808,8.747,9.162,7.808,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,3.654,7.512,10.711,10.887,7.512,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,3.506,11.835,19.835,21.694,11.835,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,3.770,7.461,9.787,9.818,7.461,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,3.752,5.980,6.846,7.093,5.980,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,3.998,8.240,10.298,10.676,8.240,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,3.758,7.777,8.664,9.648,7.777,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,3.879,6.618,7.262,7.358,6.618,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,3.695,6.306,6.829,8.469,6.306,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,3.754,6.921,8.150,8.328,6.921,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,4.046,12.843,22.874,24.895,12.843,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,3.912,8.529,12.830,12.837,8.529,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,3.831,6.254,7.423,8.301,6.254,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,3.922,7.148,29.587,34.563,7.148,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,3.788,7.348,12.346,13.428,7.348,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,3.852,7.760,9.818,9.959,7.760,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,3.524,5.861,6.489,6.564,5.861,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,3.711,6.411,7.238,7.721,6.411,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,3.663,6.121,26.335,30.272,6.121,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,3.812,6.419,7.249,7.327,6.419,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,3.816,7.860,9.613,10.578,7.860,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,3.847,6.310,7.315,7.754,6.310,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,3.801,6.227,7.745,7.914,6.227,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,3.947,10.665,13.023,13.719,10.665,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,3.892,6.309,6.878,6.885,6.309,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,4.142,7.839,9.289,9.475,7.839,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,3.846,6.476,7.051,7.162,6.476,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,4.090,7.622,12.376,13.400,7.622,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,3.578,5.687,6.254,6.444,5.687,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,3.699,6.310,7.118,7.733,6.310,0,0,0,0,0
60.0,1,1,1.0000,1.0,3.163,3.163,3.163,3.163,3.163,0,0,0,0,0
