t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
11.0,1000,1000,1.0000,1000.0,1.762,2.834,4.347,4.820,2.834,0,0,0,0,0
12.0,1000,1000,1.0000,1000.0,1.750,2.851,3.695,4.689,2.851,0,0,0,0,0
13.0,1000,1000,1.0000,1000.0,1.871,3.320,4.819,5.393,3.320,0,0,0,0,0
14.0,1000,1000,1.0000,1000.0,1.612,2.887,6.332,7.181,2.887,0,0,0,0,0
15.0,1000,1000,1.0000,1000.0,1.563,2.558,2.834,2.867,2.558,0,0,0,0,0
16.0,1000,1000,1.0000,1000.0,1.617,2.752,2.997,3.044,2.752,0,0,0,0,0
17.0,1000,1000,1.0000,1000.0,1.588,2.658,2.998,3.050,2.658,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,1.629,2.976,4.694,5.176,2.976,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,1.642,2.705,3.278,4.179,2.705,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,1.664,2.752,3.125,3.237,2.752,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,1.709,2.928,3.287,3.308,2.928,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,1.759,2.959,3.755,3.846,2.959,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,1.811,3.422,5.358,5.630,3.422,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,1.813,2.943,3.226,3.500,2.943,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,1.851,2.979,3.315,3.372,2.979,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,1.856,3.121,3.638,3.722,3.121,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,1.696,3.685,7.161,7.613,3.685,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,1.673,3.124,4.228,4.863,3.124,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,1.601,2.685,3.927,3.956,2.685,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,1.618,2.640,3.373,3.384,2.640,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,1.613,2.621,2.911,3.010,2.621,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,1.681,2.894,3.734,4.138,2.894,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,1.719,3.457,4.911,5.889,3.457,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,1.723,2.800,3.740,4.670,2.800,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,1.752,2.883,3.223,3.268,2.883,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,1.760,2.925,3.432,3.506,2.925,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,1.823,2.973,3.478,3.946,2.973,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,1.879,3.387,3.916,4.017,3.387,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,1.846,3.346,15.845,21.847,3.346,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,1.753,3.053,6.275,7.197,3.053,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,1.562,2.541,3.098,3.419,2.541,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,1.618,2.694,2.851,2.914,2.694,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,1.629,2.922,3.403,3.590,2.922,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.638,2.942,16.516,18.562,2.942,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,1.653,2.657,2.993,3.238,2.657,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.728,2.815,3.317,3.494,2.815,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,1.706,2.876,3.857,4.863,2.876,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,1.810,3.119,3.251,3.766,3.119,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,1.811,2.930,3.273,3.606,2.930,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.795,2.918,3.158,3.254,2.918,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,1.837,5.582,6.675,6.977,5.582,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,1.914,3.058,3.518,4.407,3.058,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,1.792,3.895,7.975,8.402,3.895,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.621,2.718,3.368,3.861,2.718,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,1.610,2.728,2.885,2.902,2.728,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.674,2.672,3.045,3.144,2.672,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.660,2.865,3.903,4.899,2.865,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,1.756,3.191,4.357,4.369,3.191,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.702,2.941,3.611,3.656,2.941,0,0,0,0,0
60.0,1,1,1.0000,1.0,1.974,1.974,1.974,1.974,1.974,0,0,0,0,0
