t_rel_s,total,success,availability,rps,p50_ms,p99_ms,p999_ms,max_ms,p99_success_ms,status5xx,conn_refused,timeout,saturated,other_error
10.0,1000,1000,1.0000,1000.0,2.220,4.307,4.974,5.277,4.307,0,0,0,0,0
11.0,1000,1000,1.0000,1000.0,1.976,3.300,3.799,4.121,3.300,0,0,0,0,0
12.0,1000,1000,1.0000,1000.0,2.144,3.905,4.625,4.933,3.905,0,0,0,0,0
13.0,1000,1000,1.0000,1000.0,2.069,4.114,4.899,5.253,4.114,0,0,0,0,0
14.0,1000,1000,1.0000,1000.0,2.041,4.082,5.976,6.277,4.082,0,0,0,0,0
15.0,1000,1000,1.0000,1000.0,1.897,3.117,3.631,3.709,3.117,0,0,0,0,0
16.0,1000,1000,1.0000,1000.0,1.927,3.352,4.360,5.414,3.352,0,0,0,0,0
17.0,1000,1000,1.0000,1000.0,1.922,3.555,25.458,28.459,3.555,0,0,0,0,0
18.0,1000,1000,1.0000,1000.0,2.038,3.841,4.650,4.800,3.841,0,0,0,0,0
19.0,1000,1000,1.0000,1000.0,1.941,3.400,6.079,6.317,3.400,0,0,0,0,0
20.0,1000,1000,1.0000,1000.0,1.943,3.310,5.613,5.818,3.310,0,0,0,0,0
21.0,1000,1000,1.0000,1000.0,1.831,3.289,4.021,4.368,3.289,0,0,0,0,0
22.0,1000,1000,1.0000,1000.0,1.871,3.451,26.524,28.543,3.451,0,0,0,0,0
23.0,1000,1000,1.0000,1000.0,1.953,4.150,4.903,5.055,4.150,0,0,0,0,0
24.0,1000,1000,1.0000,1000.0,1.929,3.264,3.528,3.898,3.264,0,0,0,0,0
25.0,1000,1000,1.0000,1000.0,1.942,3.331,3.695,4.543,3.331,0,0,0,0,0
26.0,1000,1000,1.0000,1000.0,1.958,3.505,5.371,5.754,3.505,0,0,0,0,0
27.0,1000,1000,1.0000,1000.0,1.965,3.892,4.360,5.043,3.892,0,0,0,0,0
28.0,1000,1000,1.0000,1000.0,2.115,4.249,4.718,5.683,4.249,0,0,0,0,0
29.0,1000,1000,1.0000,1000.0,1.911,7.600,9.728,9.782,7.600,0,0,0,0,0
30.0,1000,1000,1.0000,1000.0,1.947,3.124,3.987,4.011,3.124,0,0,0,0,0
31.0,1000,1000,1.0000,1000.0,1.928,3.242,3.781,3.825,3.242,0,0,0,0,0
32.0,1000,1000,1.0000,1000.0,1.927,3.133,4.944,5.401,3.133,0,0,0,0,0
33.0,1000,1000,1.0000,1000.0,1.963,3.999,4.395,4.709,3.999,0,0,0,0,0
34.0,1000,1000,1.0000,1000.0,1.980,3.543,6.336,6.488,3.543,0,0,0,0,0
35.0,1000,1000,1.0000,1000.0,1.902,3.305,5.088,5.389,3.305,0,0,0,0,0
36.0,1000,1000,1.0000,1000.0,1.901,3.200,3.712,4.278,3.200,0,0,0,0,0
37.0,1000,1000,1.0000,1000.0,1.937,3.268,3.951,4.065,3.268,0,0,0,0,0
38.0,1000,1000,1.0000,1000.0,2.123,4.362,7.927,8.072,4.362,0,0,0,0,0
39.0,1000,1000,1.0000,1000.0,2.064,3.308,4.010,4.527,3.308,0,0,0,0,0
40.0,1000,1000,1.0000,1000.0,2.064,3.368,3.923,3.979,3.368,0,0,0,0,0
41.0,1000,1000,1.0000,1000.0,2.022,3.303,3.912,4.167,3.303,0,0,0,0,0
42.0,1000,1000,1.0000,1000.0,2.050,3.691,5.697,6.337,3.691,0,0,0,0,0
43.0,1000,1000,1.0000,1000.0,2.142,4.222,5.654,5.834,4.222,0,0,0,0,0
44.0,1000,1000,1.0000,1000.0,1.972,3.481,4.143,4.567,3.481,0,0,0,0,0
45.0,1000,1000,1.0000,1000.0,1.926,3.385,5.033,5.716,3.385,0,0,0,0,0
46.0,1000,1000,1.0000,1000.0,1.971,3.098,3.292,3.501,3.098,0,0,0,0,0
47.0,1000,1000,1.0000,1000.0,1.989,3.352,3.894,3.970,3.352,0,0,0,0,0
48.0,1000,1000,1.0000,1000.0,2.070,4.267,6.822,8.853,4.267,0,0,0,0,0
49.0,1000,1000,1.0000,1000.0,1.913,3.501,4.389,5.274,3.501,0,0,0,0,0
50.0,1000,1000,1.0000,1000.0,1.948,3.239,3.658,3.663,3.239,0,0,0,0,0
51.0,1000,1000,1.0000,1000.0,1.932,3.481,4.975,5.300,3.481,0,0,0,0,0
52.0,1000,1000,1.0000,1000.0,1.979,3.483,4.330,4.390,3.483,0,0,0,0,0
53.0,1000,1000,1.0000,1000.0,2.053,4.033,4.492,4.855,4.033,0,0,0,0,0
54.0,1000,1000,1.0000,1000.0,1.947,3.324,4.020,4.437,3.324,0,0,0,0,0
55.0,1000,1000,1.0000,1000.0,2.004,4.421,31.748,32.742,4.421,0,0,0,0,0
56.0,1000,1000,1.0000,1000.0,1.922,3.136,3.441,4.071,3.136,0,0,0,0,0
57.0,1000,1000,1.0000,1000.0,1.906,3.339,4.575,4.715,3.339,0,0,0,0,0
58.0,1000,1000,1.0000,1000.0,2.006,3.963,4.979,5.060,3.963,0,0,0,0,0
59.0,1000,1000,1.0000,1000.0,1.960,3.476,4.418,4.499,3.476,0,0,0,0,0
60.0,1,1,1.0000,1.0,1.744,1.744,1.744,1.744,1.744,0,0,0,0,0
